Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
KEMPTON CARR CROFT,0,0,0,0,0,0,0,0,0,40,1,41
LINDSAY SAIT AND TURNER,0,1,1,12,6,0,0,0,2,11,8,41
LYCETT CONVEYANCING SOLICITORS,0,0,0,0,17,0,0,0,0,13,11,41
MAIDSTONE BOROUGH COUNCIL,0,1,0,3,8,0,0,0,1,24,4,41
MARTYN PROWEL SOLICITORS,0,2,0,9,10,0,0,0,2,13,5,41
MR STEPHEN TREVOR OWENS,0,0,0,0,0,0,0,0,0,18,23,41
NEATH PORT TALBOT C B C,1,2,1,7,0,0,0,0,1,26,3,41
NETWORK HOMES LIMITED,0,0,0,0,0,0,0,0,0,40,1,41
NORTHWOOD DONCASTER LTD,0,0,0,0,0,0,0,0,0,41,0,41
P J CONVEYANCING SERVICES,0,0,0,16,12,0,0,0,0,9,4,41
PATTERSON WOLF & CO,2,2,1,14,12,0,0,0,0,8,2,41
PRICE & SON LIMITED,0,0,0,6,6,0,0,0,0,20,9,41
S E LAW LIMITED,0,0,0,8,0,0,0,0,1,24,8,41
SCOTTS WRIGHT,2,1,5,29,0,0,0,0,0,3,1,41
SILK FAMILY LAW LIMITED,0,0,0,1,0,0,0,0,0,40,0,41
SOLOMONS SOLICITORS (BOURNEMOUTH),0,2,0,20,0,0,2,0,3,11,3,41
SOUTH DERBYSHIRE DISTRICT COUNCIL,0,0,0,0,0,0,0,0,2,39,0,41
SOUTH SHROPSHIRE HOUSING ASSN,0,0,0,0,0,0,0,0,0,23,18,41
ST JAMES GROUP LIMITED,0,0,0,0,0,0,0,0,0,15,26,41
STAFFORD RAILWAY BUILDING SOCIETY,0,0,0,1,7,0,0,0,0,29,4,41
STEELE & SON WITH BAGOT HEYES,0,0,0,6,7,0,1,0,0,18,9,41
STORY HOMES LIMITED,0,0,0,0,0,0,0,0,0,37,4,41
SURREY HILLS SOLICITORS LLP,1,0,0,5,1,0,2,0,0,18,14,41
TILBURY GODDARD,1,1,2,11,1,0,2,0,0,20,3,41
TOGETHER HOUSING ASSOC. LTD,0,0,0,0,0,0,0,0,0,34,7,41
WARDELL ARMSTRONG LLP,0,0,0,0,0,0,0,0,0,29,12,41
WAVENEY DISTRICT COUNCIL,0,0,0,0,0,0,0,0,1,38,2,41
ADVANTAGE WILLS LTD,6,0,1,7,11,0,0,0,3,8,4,40
ALAN HALL,0,1,0,10,6,0,0,0,0,20,3,40
AQUILA ASSETS LIMITED,0,0,0,0,0,0,0,0,0,40,0,40
BASINGSTOKE AND DEAN BOROUGH COUNCIL,0,0,0,1,1,0,0,0,0,36,2,40
BATE EDMONDS SNAPE SOLICITORS,2,1,4,9,12,0,3,0,1,7,1,40
BIRD & DANIELS SOLICITORS,0,2,1,6,4,0,0,0,0,21,6,40
BROXTOWE BOROUGH COUNCIL,0,0,0,1,0,0,0,0,0,39,0,40
CANBOLAT LTD T/A GULSEN & CO SOLS,0,3,1,14,3,0,1,0,0,16,2,40
CARIS ROBSON LLP,0,2,4,11,3,0,0,0,1,13,6,40
CHAPPLE & CO,0,0,1,2,4,0,0,0,0,28,5,40
CHILTERN DISTRICT COUNCIL,0,0,0,0,0,1,0,0,0,34,5,40
COLLINS SOLICITORS,0,1,1,12,3,0,1,0,0,17,5,40
EASTLEIGH BOROUGH COUNCIL,0,0,1,0,2,3,0,0,5,25,4,40
EDWARD WARE HOMES,0,0,0,0,0,0,0,0,0,39,1,40
ELERI THOMAS & CO,1,0,0,2,7,0,0,0,2,23,5,40
FLEURETS LTD,0,0,0,0,0,0,0,0,0,30,10,40
FULCHERS OF FARNBOROUGH SOLICITORS,1,0,0,14,0,1,3,0,1,12,8,40
GVA GRIMLEY LTD,0,0,0,0,0,0,0,0,0,21,19,40
JOHAL & CO,0,0,0,5,4,0,0,0,0,26,5,40
JOHN HILTON ESTATE AGENTS,0,0,0,0,0,0,0,0,0,40,0,40
KINGS (DEVON),0,0,0,12,2,0,1,0,0,16,9,40
MARTIN & CO OXFORD,0,0,0,0,0,0,0,0,0,40,0,40
MASON & PARTNERS LTD,0,0,0,0,0,0,0,0,0,12,28,40
MAYLAND PORTER & CO,0,1,0,8,5,0,0,0,0,15,11,40
MOORE STEPHENS,0,0,0,0,0,0,0,0,0,39,1,40
NPOWER LIMITED,0,0,0,0,0,0,0,0,0,40,0,40
O'NEILL MORGAN,0,0,0,7,7,0,0,0,0,22,4,40
OSBORNE HEATH ESTATE AGENTS LTD,0,0,0,0,0,0,0,0,0,40,0,40
PCR (LONDON) LLP,0,0,0,0,0,0,0,0,0,39,1,40
PHILIP AVERY & CO,2,0,0,14,12,0,0,0,1,10,1,40
PHILIP SMART & ASSOCIATES,2,3,0,5,2,0,1,0,0,18,9,40
POPE & CO (CROMER),1,0,0,6,9,0,0,0,0,17,7,40
POWER SCOTT,0,0,1,11,8,0,4,0,1,8,7,40
PROMISE SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,37,3,40
SALTER REX,0,0,0,0,0,0,0,0,0,32,8,40
SIP CAR PARKS LIMITED,0,0,0,0,0,0,0,0,0,39,1,40
STEVENSON & GLASSEY,1,2,1,9,1,0,0,0,2,20,4,40
STEWART TITLE LIMITED,0,0,0,0,0,0,0,0,0,39,1,40
TALCS LIMITED T/A FTA LAW LIMITED,0,0,0,1,4,0,0,0,0,28,7,40
THE ESTATE OFFICE SHOREDITCH LTD,0,0,0,0,0,0,0,0,0,32,8,40
THE WOODLAND DAVIES PARTNERSHIP,0,0,1,2,4,0,3,0,0,21,9,40
TURNER ATKINSON & WARD,0,0,0,4,1,0,0,0,2,23,10,40
UNIVERSITY OF OXFORD,1,0,0,4,0,0,0,0,1,25,9,40
VMA LEGAL SERVICES LIMITED,0,0,0,6,4,2,0,0,0,22,6,40
WESTLEA HOUSING ASSOCIATION,0,0,0,0,0,0,0,0,0,33,7,40
WHITESTONE SOLICITORS,0,3,2,9,8,0,0,0,0,12,6,40
WJM ESTATE AGENCIES LIMITED,0,0,0,0,0,0,0,0,0,40,0,40
YVONNE KEARNEY,1,0,1,10,8,0,2,0,0,12,6,40
ALLETSONS  (BURNHAM ON SEA),0,1,0,13,8,0,3,0,2,9,3,39
ANNAGRAM ESTATES LIMITED,0,0,0,0,0,0,0,0,0,38,1,39
BEAUFORT MONTAGUE HARRIS,0,0,0,9,5,0,0,0,0,16,9,39
BEYNONS,0,0,1,9,1,0,1,0,1,18,8,39
BLOCK MANAGEMENT UK LTD,0,0,0,0,0,0,0,0,0,8,31,39
BRISTOWS LLP,0,0,0,8,0,0,0,0,3,26,2,39
BROMWICH HARDY,0,0,0,0,0,0,0,0,0,37,2,39
BUDE STORZ,0,2,0,6,2,0,0,0,0,22,7,39
CANDEY LIMITED,0,0,0,15,1,0,0,0,0,19,4,39
CAPITAL PRESTIGE LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
CAPQUEST DEBT RECOVERY LIMITED,0,0,0,0,0,0,0,0,0,32,7,39
CITY OF LINCOLN COUNCIL,0,0,0,0,0,0,0,0,2,34,3,39
CITY OF YORK COUNCIL,0,0,0,13,1,0,0,0,1,23,1,39
CLAIRE LLOYD PROPERTIES,0,0,0,0,0,0,0,0,0,39,0,39
CRAMP AND MULLANEY LLP,0,1,1,13,1,0,3,0,0,15,5,39
DARWINLAW LIMITED,0,1,1,2,1,0,1,0,0,29,4,39
DEDMAN GRAY COMMERCIAL,0,0,0,0,0,0,0,0,0,39,0,39
EMD LAW LLP,0,1,0,10,9,0,2,0,0,10,7,39
FAIRBROTHER & DARLOW,0,0,0,11,8,0,0,0,0,15,5,39
FOCUS COMMERCIAL LTD,0,0,0,0,0,0,0,0,0,39,0,39
FRANK FORNEY & PARTNERS LLP,0,2,0,13,2,0,1,0,0,19,2,39
GARDINERS,0,1,0,2,7,0,1,0,0,17,11,39
GREEN FROG DEV SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
HARVEY HOWELL LTD,0,0,0,18,0,0,0,0,0,20,1,39
HERBERT LEWIS SOLICITORS,0,4,0,5,4,0,0,0,0,16,10,39
HERITAGE LAW (NORWICH) LTD,1,0,0,27,0,0,0,0,0,10,1,39
HOMESTEAD CONSULTANCY SERVICES LTD,0,0,0,1,0,0,0,0,0,28,10,39
HSBC BANK PLC,0,0,0,5,0,0,0,0,0,34,0,39
HUNTINGDONSHIRE DISTRICT COUNCIL,0,0,0,2,0,2,0,0,0,33,2,39
J W WOOD LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
JOHN FARR-DAVIES & CO,0,0,0,5,8,0,5,0,0,18,3,39
JSS (SOUTH EAST) LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
KAGAN & CO,0,4,0,7,1,0,0,0,0,24,3,39
L.A.R.K. SOLICITORS,0,1,0,4,5,0,1,0,0,17,11,39
M & M SOLICITORS,0,0,0,10,6,0,0,0,0,17,6,39
MARSTONS PLC,0,0,0,0,0,0,0,0,0,38,1,39
MCKAYS SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
MORLINGS,0,1,1,10,4,0,3,0,0,14,6,39
MURDOCHS SOLICITORS,0,1,0,5,4,0,1,0,0,17,11,39
NORTH ASSOCIATES (CUMBRIA) LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
ONE VISION HOUSING LIMITED,0,0,0,0,0,0,0,0,1,33,5,39
ONESEARCH DIRECT LIMITED,0,0,0,0,0,0,0,0,18,21,0,39
PARTY WALLS MATTERS 1996 LTD,0,0,0,0,0,0,0,0,0,39,0,39
PELLMANS,0,0,0,1,4,1,0,0,3,23,7,39
PROPERTS,0,0,0,8,5,1,1,0,2,19,3,39
QUINNS,0,1,0,1,5,0,0,0,0,22,10,39
REES-ROBERTS SOLICITORS,0,0,0,2,9,0,0,0,0,24,4,39
ROBERT WRYNNE SOLICITORS,0,4,1,15,1,0,0,0,0,15,3,39
SAVILLS (UK) LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,39,0,39
STERN ADVISORY GROUP LIMITED,0,0,0,0,0,0,0,0,0,35,4,39
STUART Q MURPHY,0,2,0,9,3,0,0,0,0,19,6,39
SWEETING ASSOCIATES LIMITED,0,0,0,0,0,0,0,0,0,37,2,39
THE LEGAL HOUSE,0,0,0,7,9,0,0,0,0,14,9,39
THE PARK LANE GROUP,0,0,0,0,0,0,0,0,0,39,0,39
THREE KEYS PROPERTIES LLIMITED,0,0,0,1,0,0,0,0,0,36,2,39
TIMPSON LIMITED,0,5,0,8,0,1,7,0,2,13,3,39
ULLYOTTS (DRIFFIELD) LIMITED,0,0,0,0,0,0,0,0,0,34,5,39
VICTOR AIGBOGUN,0,1,0,11,4,0,1,0,0,18,4,39
WATCH TOWER BIBLE & TRACT SOCIETY,1,0,0,7,0,0,0,0,3,25,3,39
WELSH POWER GROUP LIMITED,0,0,0,0,0,0,0,0,1,28,10,39
WILKINS KENNEDY LLP,0,0,0,0,0,0,0,0,0,38,1,39
828 LAW,0,0,0,2,6,0,0,0,3,22,5,38
AFFINITY WATER LTD,0,0,0,9,0,0,0,0,0,27,2,38
ANDREW OWEN & CO LIMITED,0,0,0,4,1,0,0,0,0,17,16,38
ARMITAGE & GUEST,0,0,0,14,5,0,0,0,0,15,4,38
BANAHAN ROGERS SMITH LIMITED,0,0,2,2,13,0,1,0,0,15,5,38
BELSIZE LEGAL SERVICES LLP,0,1,1,9,2,0,1,0,0,17,7,38
BRINLEY MORRIS REES & JONES,2,1,0,8,3,0,0,0,0,21,3,38
BRODIES LLP,0,2,1,16,5,0,1,0,0,12,1,38
CAIN AND FULLER LETTINGS LIMITED,0,0,0,0,0,0,0,0,0,38,0,38
CALLIDUS LAW LIMITED,1,0,0,5,9,0,0,0,0,17,6,38
CAPULET SOLICITORS,0,2,0,7,0,0,0,0,0,28,1,38
COVENT GARDEN INVESTMENTS LIMITED,0,0,0,0,0,0,0,0,0,33,5,38
CRAMPTON PYM LEWIS,2,0,1,9,7,0,0,0,0,16,3,38
DARLINGTON HARDCASTLES,0,2,0,6,1,0,0,0,2,21,6,38
DIRECTLAND LIMITED,0,0,0,0,0,0,0,0,0,32,6,38
DUNNING ANDERSON,0,1,2,15,2,0,1,0,0,12,5,38
DZIMITROWICZ YORK,0,6,0,9,6,0,0,0,0,13,4,38
ELLIS WINTERS (CHATTERIS) LTD,0,0,0,0,0,0,0,0,0,38,0,38
EUROPEAN TYRE ENTERPRISE LIMITED,0,0,0,0,1,0,0,0,0,32,5,38
GVA GRIMLEY LTD,0,0,0,0,0,0,0,0,0,11,27,38
HANNIDES & CO,1,2,0,4,5,0,0,0,0,22,4,38
HIGGINS HOMES PLC,0,0,0,0,0,0,0,0,0,38,0,38
I AM PROPERTY SOLUTIONS LTD,0,0,0,0,0,0,0,0,0,38,0,38
J M WILSON SOLICITORS,0,0,0,2,2,0,0,0,0,32,2,38
"KENSINGTON & CHELSEA, ROYAL BOROUGH OF",0,0,0,0,0,0,0,0,0,38,0,38
KPM SOLICITORS LLP,0,2,0,7,9,0,1,0,0,11,8,38
LANGLEY TAYLOR LLP,0,0,0,0,0,0,0,0,0,37,1,38
LAURISTONS LTD,0,0,0,0,0,0,0,0,0,38,0,38
LINCOLNSHIRE CO-OPERATIVE LTD,0,0,0,3,0,0,0,0,0,28,7,38
MAKE UR MOVE LIMITED,0,0,0,0,0,0,0,0,0,38,0,38
MARSHALL HALL & LEVY,0,1,0,14,7,0,1,0,1,13,1,38
MASEFIELDS SOLICITORS,1,0,2,10,0,0,3,0,0,15,7,38
METROPOLITAN POLICE AUTHORITY,0,0,0,0,0,0,0,0,0,36,2,38
MILLS CURRY,0,2,0,5,3,0,0,0,0,20,8,38
MORGANS,0,0,0,4,6,0,0,0,0,21,7,38
NEEDLE PARTNERS LIMITED,0,6,0,2,1,0,6,0,0,16,7,38
OLSWANG LLP,0,1,3,34,0,0,0,0,0,0,0,38
P E P HONKE,0,0,0,4,6,0,1,0,0,17,10,38
PETERSON SOLICITORS,0,0,0,0,0,0,0,0,0,38,0,38
PRIVATE & COMMERCIAL FIN. COMP LTD,0,0,0,0,0,0,0,0,0,38,0,38
READ COOPER LTD,0,0,0,6,8,0,1,0,0,18,5,38
RM WILLS LTD,2,0,0,15,0,0,0,0,0,21,0,38
ROYAL GREENWICH LB,0,0,0,0,0,0,0,0,0,32,6,38
SANDRA GOLDSTONE,0,1,0,6,1,0,1,0,0,20,9,38
SAWYER & CO. SALES & LETTINGS LTD,0,0,0,0,0,0,0,0,0,36,2,38
SCOTT HYMAN & CO,0,0,0,13,12,0,3,0,0,7,3,38
SINCLAIRS SOLICITORS,0,0,0,8,4,0,2,0,0,20,4,38
SIX FORWARD LTD,0,0,0,0,0,0,0,0,0,38,0,38
STATHAM GILL DAVIES,0,1,0,20,4,0,0,0,2,8,3,38
TALAT NAVEED LLP,0,4,0,12,7,0,0,0,0,13,2,38
TENDRING DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,37,1,38
THOMAS LINDSEY BROWN & CO,1,0,0,4,0,0,0,0,1,24,8,38
TKD SOLICITORS,0,4,0,14,4,0,1,0,1,10,4,38
WADE & DAVIES,0,0,0,4,8,0,0,0,0,18,8,38
WOODROFFES,0,0,0,5,0,0,3,0,0,23,7,38
AGI SOLICITORS LIMITED,0,0,0,0,4,0,0,0,0,24,9,37
BEESLEY & CO,0,3,1,2,5,0,1,0,0,15,10,37
BELL WRIGHT & CO LTD,0,0,0,8,5,0,0,0,1,18,5,37
BOSTON BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,37,0,37
BRACKNELL FOREST HOMES LIMITED,0,0,0,0,0,0,0,0,0,28,9,37
BYRNE FRODSHAM,0,0,1,14,3,0,1,0,1,16,1,37
CAERPHILLY COUNTY BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,27,10,37
CHESTERTON GLOBAL LTD,0,0,0,0,0,0,0,0,0,37,0,37
CHRIS CLARK SOLICITORS,1,0,2,8,8,0,2,0,2,10,4,37
CORAL RACING LIMITED,1,3,0,5,0,0,0,0,0,28,0,37
DARTFORD LEGAL SERVICES LTD,1,7,0,27,0,0,0,0,0,2,0,37
DAVID JAMES & PARTNERS LIMITED,0,0,0,0,0,0,0,0,1,35,1,37
DEED OF TRUST LIMITED,0,0,0,0,0,0,0,0,0,34,3,37
DOMINIC MILLS LTD,0,0,0,3,7,0,1,0,0,16,10,37
EFG PRIVATE BANK LIMITED,0,0,0,19,0,0,0,0,0,17,1,37
ENERGY CARE GROUP LTD,0,0,0,0,0,0,0,0,0,37,0,37
EXETER CITY COUNCIL,0,0,2,1,3,0,0,0,1,27,3,37
FAVELL SMITH & LAWSON,0,0,1,7,4,0,0,0,0,15,10,37
FORESTRY COMMISSION,0,0,0,0,0,0,0,0,0,34,3,37
FORTRESS HASSALL LAW LIMITED,0,0,2,6,6,0,0,0,0,21,2,37
FURNESS BUILDING SOCIETY,0,0,0,37,0,0,0,0,0,0,0,37
G.W.FINN & SONS,0,0,0,0,0,0,0,0,0,32,5,37
HIGHCROSS LAW,0,2,4,8,10,0,1,0,0,9,3,37
HILLCREST ESTATE MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,21,16,37
HYLAND LEGAL,0,0,0,11,1,0,3,0,1,15,6,37
IDICULLA SOLICITORS,0,0,0,8,8,0,1,0,0,12,8,37
JAMIESON ALEXANDER LIMITED,0,2,0,3,1,0,0,0,0,24,7,37
JH WATSON PROPERTY MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,14,23,37
JUDKINS & CO,1,1,0,7,1,0,0,0,1,22,4,37
KOSTICK HANAN HERSKOVIC,0,0,1,8,7,0,2,0,1,15,3,37
M P MORAN & SONS LTD,0,0,0,0,0,0,0,0,0,37,0,37
MACNAMARA KING,1,1,3,30,0,0,0,0,0,2,0,37
MANTINS SOLICITORS,3,0,1,6,9,0,3,0,0,12,3,37
MERCANTILE TRUST,0,0,0,18,19,0,0,0,0,0,0,37
METROPOLITAN POLICE AUTHORITY,0,0,0,0,0,0,0,0,1,36,0,37
MILLWYN JENKINS,2,0,1,15,7,0,0,0,0,10,2,37
MONMOUTHSHIRE HOUSING ASSN LTD,0,0,0,0,0,0,0,0,0,16,21,37
P LLOYD JONES & CO,1,0,0,7,9,0,0,0,1,17,2,37
PAUL TAYLOR SOLICITORS,0,1,0,3,1,0,1,0,0,12,19,37
RATHBONE TRUST COMPANY LIMITED,0,0,2,4,0,0,0,0,0,26,5,37
RICH AND CARR LIMITED,0,0,0,6,6,0,0,0,0,20,5,37
SABEERS STONE GREENE LLP,0,4,0,11,3,0,0,0,0,16,3,37
SAVILLS (L & P) LIMITED,0,0,0,0,0,0,0,0,0,37,0,37
SEHGAL & CO,1,0,1,12,12,0,1,0,0,10,0,37
SHOE ZONE,0,0,0,0,0,0,0,0,4,32,1,37
T B S & V LIMITED,0,0,0,0,0,0,0,0,0,28,9,37
TELFORD HOMES,0,2,0,6,4,0,0,0,0,23,2,37
THE BROWN RURAL PARTNERSHIP,0,0,0,0,0,0,0,0,0,36,1,37
THOMAS MAGNAY & CO,0,1,1,13,6,0,0,0,0,12,4,37
THOMAS R JONES & SONS,1,0,0,6,2,0,0,0,2,19,7,37
W A G DAVIDSON & CO,0,0,1,6,4,0,1,0,0,14,11,37
WAUGH & MUSGRAVE,2,0,1,9,4,0,0,0,0,15,6,37
WILDE & CO,3,0,1,5,4,0,0,0,0,17,7,37
WILKINSON GRANT & CO LTD,0,0,0,0,0,0,0,0,0,37,0,37
WINCHESTER CITY COUNCIL,0,0,0,2,0,1,0,0,3,28,3,37
WOODSTOCK PROPERTY LAW LIMITED,0,1,0,10,6,0,4,0,0,11,5,37
WYCOMBE DISTRICT COUNCIL,0,0,0,1,0,0,0,0,0,34,2,37
2110 CONSULT LIMITED,0,0,0,0,0,0,0,0,0,36,0,36
A & N MEDIA FINANCE SERVICES LTD,0,0,0,0,0,0,0,0,0,32,4,36
BANKY & BURGER SOLICITORS,1,0,0,1,2,0,0,0,0,20,12,36
BILLING FINANCE LTD,0,0,0,3,0,0,0,0,0,33,0,36
CAPITAL INDUSTRIAL LLP,0,0,0,0,0,0,0,0,0,20,16,36
CHILCOTTS PREMIER LTD T/A CHILLCOT,0,0,0,4,4,0,1,0,0,19,8,36
CONTRACTOR PROVISION SERVICES LTD,0,0,0,0,0,0,0,0,0,31,5,36
COURTNEY SMITH AND CO SOLICITORS,0,3,0,4,5,0,0,0,0,20,4,36
CROMWELL EQUITY LIMITED,0,0,0,0,0,0,0,0,0,36,0,36
EMRYS JONES & CO,2,1,0,3,17,0,0,0,1,11,1,36
FARANI JAVID & TAYLOR,0,0,0,6,5,0,2,0,0,18,5,36
GANGAR & CO,1,2,0,7,8,0,1,0,0,17,0,36
GEDLING BOROUGH COUNCIL,2,0,0,0,0,0,0,0,0,32,2,36
HARRIS WATERS & CO,0,1,0,17,2,0,0,0,0,12,4,36
JACOBS AND CO SOLICITORS,0,0,0,6,6,0,2,0,0,18,4,36
JOHN P MARTIN,2,0,4,9,4,0,2,0,1,14,0,36
JURY O'SHEA,0,1,3,24,0,0,0,0,0,5,3,36
KEY PROPERTY LAWYERS LIMITED,0,0,1,7,3,0,0,0,0,14,11,36
L B OF EALING HOME OWNERSHIP SERVS,0,0,0,0,0,0,0,0,0,28,8,36
LAKER LEGAL SOLICITORS LIMITED,0,3,0,2,1,0,0,0,0,24,6,36
LANGHAM HALL UK LLP,0,0,0,0,0,0,0,0,0,36,0,36
LANSDOWNE LEGAL,1,1,2,8,3,0,1,0,2,17,1,36
LOANSANDMORE.COM,0,0,0,0,0,0,0,0,0,36,0,36
LONDON BOROUGH OF BARNET,0,0,0,0,0,0,0,0,0,30,6,36
MANCHESTERS,1,1,0,2,2,0,3,0,0,18,9,36
MARTIN LEE & CO,0,0,1,23,2,0,0,0,0,8,2,36
MICHAEL LAURIE MAGAR,0,0,0,0,0,0,0,0,0,20,16,36
MIDDLETON DUMMER & CO,1,0,0,8,3,0,1,0,0,18,5,36
N LEGAL SOLICITORS,0,1,0,6,6,0,1,0,0,20,2,36
NAHLIS CHRISTOU,0,4,0,17,3,1,1,0,0,8,2,36
NICHOLAS TSIOUPRAS,0,0,0,0,6,0,0,0,0,18,12,36
PAUL L WILLIAMS,0,0,1,6,3,0,0,0,0,18,8,36
PEMBROOKE PROPERTY MANAGEMENT LIMITED,0,0,0,4,0,0,0,0,0,19,13,36
POWELLS LAW LLP (WALTON),1,0,0,4,8,0,0,0,0,19,4,36
PROPERTY UNION (UK) LIMITED,0,0,0,1,0,0,0,0,0,25,10,36
ROSS WILLIAMS,0,1,4,13,4,0,0,0,0,12,2,36
ROYAL GREENWICH LB (PLANNING),0,0,0,0,0,0,0,0,0,36,0,36
SAFFERY CHAMPNESS LLP,0,0,0,0,0,0,0,0,0,36,0,36
SAVILLS (UK) LIMITED,0,0,0,0,0,0,0,0,0,36,0,36
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,36,0,36
SJD ESTATES LTD,0,0,0,0,0,0,0,0,0,36,0,36
SPECIALIST FINANCIAL SERVICES LTD,0,0,0,0,0,0,0,0,0,36,0,36
STEPHEN MURRAY & CO,0,2,0,0,1,0,0,0,0,20,13,36
THORNE SEGAR,0,0,1,11,10,0,1,0,3,9,1,36
WEST DORSET DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,27,9,36
ANTHONY KING & COMPANY SOLICITORS,0,0,1,4,7,0,1,0,1,16,5,35
BAXTERS,0,0,1,7,15,0,0,0,0,9,3,35
Brown & Corbishley,2,0,1,8,6,0,1,0,2,10,5,35
CHAPMAN & CHUBB (QUALITY SOLICITORS),1,0,0,6,9,0,1,0,2,11,5,35
CLSH MANAGEMENT LIMITED,0,0,0,3,1,0,0,0,0,26,5,35
DALLOW & DALLOW,0,0,2,4,5,0,1,0,1,18,4,35
DE CRUZ SOLICITORS,1,2,3,6,1,0,1,0,0,19,2,35
DUNSIN SURVEYORS,0,0,0,0,0,0,0,0,0,31,4,35
FELTONS,0,0,0,25,0,0,0,0,0,10,0,35
FLAHIVE LAW LIMITED,0,0,0,0,0,0,1,0,0,30,4,35
FOSTER HARRINGTON,0,0,0,7,4,0,0,0,0,18,6,35
FRANCES LINDSAY & CO,0,0,0,14,2,0,0,0,2,13,4,35
GENESIS LEGAL SERVICES LTD,1,1,0,14,7,0,1,0,0,8,3,35
GIBBONS SOLICITORS,0,0,1,7,4,0,0,0,0,19,4,35
GLACIAL PROPERTIES (SERVICES) LLP,0,0,0,0,0,0,0,0,0,35,0,35
GRAINGER PLC,0,0,0,0,0,0,0,0,0,21,14,35
INSITE POSTER PROPERIES LTD,0,0,0,0,0,0,0,0,0,34,1,35
J J GOLDSTEIN & CO,0,0,0,4,2,0,1,0,0,15,13,35
JEYA & CO,0,4,0,11,6,0,0,0,0,12,2,35
K2 INTELLIGENCE LTD,0,0,0,0,0,0,0,0,0,11,24,35
KAULDHAR & CO,0,0,0,5,7,0,0,0,0,17,6,35
KJ SMITH SOLICITORS,0,0,0,3,0,0,0,0,0,30,2,35
L B OF LAMBETH - PLANNING DIVISION,0,0,0,0,0,0,0,0,0,34,1,35
LB HAMMERSMITH & FULHAM,0,0,0,0,0,0,0,0,0,35,0,35
LB OF BRENT ENVIRONMENTAL HEALTH,0,0,0,0,0,0,0,0,0,35,0,35
LB OF EALING PLANNING SERVICES,0,0,0,0,0,0,0,0,0,35,0,35
LONDON BOROUGH OF ENFIELD,0,0,0,0,0,0,0,0,0,32,3,35
LONDON BOROUGH OF HACKNEY,0,0,0,0,0,0,0,0,0,35,0,35
MAIDENWAY LIMITED,0,0,0,9,1,0,0,0,0,19,6,35
MAIR WILLIAMS,0,0,0,9,1,0,0,0,1,24,0,35
MATTHEW SWING & PARTNERS,0,0,0,0,0,0,0,0,0,35,0,35
MCGLINCHEY & CO,0,0,1,7,8,0,2,0,0,12,5,35
MOORFIELDS CORPORATE RECOVERY LTD,0,0,0,2,0,0,0,0,0,31,2,35
MYERS CLARK,0,0,0,0,0,0,0,0,0,23,12,35
NEWMAN LAW,0,3,0,11,2,0,0,0,0,15,4,35
ORBIS PROTECT LIMITED,0,0,0,0,0,0,0,0,0,35,0,35
OSBORNE MORRIS & MORGAN,1,0,3,7,0,0,0,0,0,19,5,35
PALMER HODGSON & HEYES LIMITED,0,0,0,15,2,0,0,0,3,13,2,35
PAUL HASTINGS JANOFSKY & WALKER,0,0,0,10,1,0,0,0,0,19,5,35
PCM SOLICITORS,0,5,0,25,0,0,1,0,4,0,0,35
PHILLIPS GREEN SOLICITORS LIMITED,2,0,0,14,7,0,1,0,0,10,1,35
RLJM LLP (RANDELL LLOYD AND MARTIN SOLICITORS),0,0,0,12,5,0,1,0,0,13,4,35
SAVILLS (UK) LIMITED,0,0,0,0,0,0,0,0,0,33,2,35
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,35,0,35
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,33,2,35
SOUSA LAW LIMITED,0,10,0,7,2,0,0,0,0,13,3,35
STENFIELD SOLICITORS,0,0,0,5,6,0,0,0,1,22,1,35
STORRAR COWDRY,0,2,1,9,1,0,1,0,0,14,7,35
STRADBROOKS GLOBAL LIMITED,0,1,1,8,6,0,2,0,0,14,3,35
SUSAN HOWARTH & CO,0,1,0,5,5,0,4,0,2,14,4,35
SUSTRANS,0,0,0,0,0,0,0,0,0,35,0,35
TEACO ASSOCIATES,0,0,0,0,1,0,0,0,0,32,2,35
TEN 1 SURVEYORS LIMITED,0,0,0,0,0,0,0,0,0,35,0,35
THOMAS ANDREWS & PARTNERS,3,0,0,10,8,0,1,0,0,12,1,35
